id,feat1,feat2,feat7,feat8,feat9,feat10,feat11,feat13,feat14,feat15,feat17,feat18,feat19,feat20,price
211,0.452540107,1,0.758064516,0.555555556,0.175,0.571428571,0,0.064128257,0.602406417,0.071428571,0.833333333,0,0,0,2
212,0.368315508,0,0.064516129,0.777777778,0.958333333,0.428571429,0.8,0.894455578,0.078609626,0.071428571,0.5,0,0,1,0
213,0.135026738,1,0.451612903,0.222222222,0.275,0,1,0.37742151,0.32459893,0.642857143,0.277777778,1,0,0,0
214,0.219251337,0,0.870967742,0.555555556,0.408333333,0.857142857,0.05,0.945891784,0.15026738,0.5,0.5,1,0,1,0
215,0.88302139,0,0.096774194,0.111111111,0.958333333,0.714285714,0,0.273881096,0.620053476,0.285714286,0.333333333,1,1,0,2
216,0.507352941,1,0.338709677,0.111111111,0.358333333,0.857142857,0.5,0.543086172,0.521390374,0.5,0.444444444,1,0,1,2
217,0.211898396,0,0.661290323,0.888888889,0.808333333,0.714285714,0.75,0.006680027,0.077005348,0.5,0.277777778,1,1,1,0
218,0.209893048,0,0.790322581,0.222222222,0.041666667,0.714285714,0.6,0.528390114,0.85855615,0,0.222222222,1,0,1,3
219,0.98328877,0,0.564516129,0.666666667,0.183333333,0.142857143,0.05,0.766867067,0.698395722,0.785714286,0.833333333,0,0,0,3
220,0.272727273,1,0.725806452,0,0.55,0.285714286,0.45,0.763527054,0.263636364,0.642857143,0.777777778,0,1,0,0
221,0.710561497,0,0.64516129,0.666666667,0.233333333,0.142857143,0.1,0.976619906,0.83368984,0.142857143,0.277777778,0,1,0,3
222,0.662433155,1,0.14516129,0.888888889,0.041666667,0.285714286,0.35,0.832331329,0.535026738,0.642857143,0.944444444,0,1,1,3
223,0.096256684,0,0.629032258,0.666666667,0.866666667,1,0.85,0.420841683,0.121925134,0.928571429,0.611111111,1,1,0,0
224,0.318181818,1,0.532258065,0.555555556,0.708333333,0.142857143,0.75,0.909819639,0.924064171,1,0.444444444,0,1,1,3
225,0.411764706,0,0.161290323,0.555555556,0.533333333,0.857142857,0.4,0.211756847,0.705080214,0.142857143,0.777777778,1,1,0,2
226,0.578208556,1,0.822580645,0.111111111,0.675,0.571428571,0.45,0.919171677,0.965508021,0.857142857,0.666666667,1,0,1,3
227,0.584224599,1,0.161290323,0,0.208333333,0,0.65,0.792919172,0.703743316,0.857142857,0.555555556,0,0,0,3
228,0.338235294,0,0.693548387,0,0.125,0.571428571,0.1,0.687374749,0.906417112,0.285714286,0.777777778,0,0,0,3
229,0.332887701,0,0.870967742,1,0.708333333,0.428571429,0.65,0.762191049,0.755347594,0.214285714,0.5,1,1,1,2
230,0.727272727,0,0.048387097,0.777777778,0.266666667,0.571428571,0.1,0.599198397,0.848128342,0.142857143,0.944444444,1,1,1,3
231,0.965909091,0,0.096774194,0.222222222,0.358333333,1,0.95,0.901135605,0.764438503,0.071428571,0,1,0,0,3
232,0.243315508,0,0.919354839,0,0.658333333,0.285714286,0.45,0.871075484,0.562299465,0.785714286,0.944444444,1,0,1,2
233,0.745989305,1,0.435483871,0.888888889,0.275,0.714285714,1,0.11756847,0.91631016,0.571428571,0.888888889,0,0,0,3
234,0.179144385,1,0.241935484,0,0.125,1,0.2,0.637274549,0.432887701,0.928571429,0.5,0,0,1,1
235,0.52473262,1,0.225806452,0,0.15,0.142857143,0.9,0.108216433,0.044385027,0.357142857,0.111111111,1,1,0,0
236,0.636363636,0,0.806451613,0.222222222,0.133333333,0.142857143,0.9,0.541750167,0.565508021,0.357142857,0.444444444,1,1,1,2
237,0.921791444,1,0.258064516,0.666666667,0.483333333,0.285714286,0.25,0.132932532,0.822192513,0.857142857,0.277777778,1,0,0,3
238,0.935160428,1,0.258064516,0.111111111,0.075,0.857142857,0.45,0.775551102,0.698663102,0.5,0.611111111,1,1,1,3
239,0.923128342,0,0.677419355,0.777777778,0.275,1,0.95,0.162324649,0.887967914,1,1,1,1,0,3
240,0.455882353,1,0.741935484,0,0.333333333,1,0.6,0.340681363,0.239037433,0.214285714,0.055555556,1,0,0,0
241,0.324197861,1,0.419354839,0.777777778,0.85,0.428571429,1,0.119572478,0.238235294,0.214285714,0.888888889,1,1,0,0
242,0.997994652,1,0.080645161,0.555555556,0.066666667,1,0.2,0.140948564,0.052406417,0.428571429,0.222222222,1,1,0,0
243,0.332887701,0,0.758064516,0.555555556,0.433333333,0,0.85,0.981963928,0.35828877,0.142857143,0.333333333,0,1,0,1
244,0.417780749,1,0.129032258,0.333333333,0.666666667,0.714285714,0.15,0.742150969,0.479144385,0.142857143,0.555555556,1,1,1,2
245,0.134358289,0,0.112903226,0.666666667,0.508333333,0.285714286,0.15,0.714762859,0.721122995,0.357142857,0.944444444,1,0,0,2
246,0.47459893,1,0.419354839,0.222222222,0.416666667,0.142857143,0.15,0.309285237,0.66631016,0.071428571,0.666666667,0,1,0,2
247,0.252673797,0,0.306451613,0.777777778,0.891666667,0.428571429,0.1,0.359385438,0.713636364,0.642857143,0.5,1,0,1,2
248,0.524064171,0,0.14516129,0.777777778,0.991666667,0.571428571,0.35,0.93253173,0.99144385,0.857142857,0,1,1,1,3
249,0.810160428,0,0.290322581,0.888888889,0.2,0.857142857,0.85,0.260521042,0.190641711,0.428571429,0.444444444,1,0,0,0
250,0.677807487,0,0.870967742,0.888888889,0.866666667,0.285714286,0.05,0.730126921,0.001069519,0.642857143,1,1,1,0,0
251,0.359625668,0,0.161290323,0.777777778,1,1,0,0.886439546,0.363903743,0.142857143,0.444444444,1,1,1,1
252,0.311497326,1,0.370967742,0.555555556,0.1,1,0.45,0.762859051,0.753475936,0.142857143,0.888888889,0,1,1,2
253,0.97526738,1,0.951612903,0.222222222,0.05,0.857142857,0.15,0.533734135,0.964438503,0.357142857,0.5,1,0,0,3
254,0.090240642,0,0.419354839,0.888888889,0.6,0.142857143,0.75,0.161656647,0.713636364,0.714285714,0.055555556,1,0,0,2
255,0.628342246,0,0.822580645,0.444444444,0.216666667,0,0.6,0.303273213,0.303475936,0.285714286,0.111111111,1,1,1,1
256,0.365641711,1,0.435483871,1,0.85,0,0.2,0.781563126,0.504812834,0.428571429,0,1,0,0,1
257,0.326203209,1,0.241935484,0.111111111,0.716666667,0.285714286,0.95,0.597194389,0.971657754,0.928571429,0.944444444,1,1,0,3
258,0.380347594,1,0.274193548,0.777777778,0.666666667,0.857142857,0.8,0.744154977,0.638770053,0.642857143,1,0,1,0,2
259,0.072860963,1,0.806451613,0.333333333,0.083333333,0.428571429,0.95,0.516366065,0.859358289,0.357142857,0.555555556,1,1,1,3
260,0.953877005,0,0.048387097,0.777777778,0.683333333,0.571428571,0.8,0.336673347,0.117112299,0.642857143,0.722222222,1,1,1,0
261,0.178475936,0,0.274193548,0.888888889,0.658333333,0.142857143,0.05,0.327989312,0.237165775,1,0.277777778,0,0,1,0
262,0.347593583,1,0.822580645,0.666666667,0.466666667,0.285714286,0.3,0.993987976,0.634491979,0.857142857,0.277777778,1,1,0,2
263,0.217245989,1,0.903225806,0.222222222,0.066666667,0.428571429,0.05,0.191048764,0.696524064,0.285714286,0.888888889,1,0,1,2
264,0.095588235,1,0.451612903,0.444444444,0.283333333,0,0.8,0.770875084,0.567914439,0.285714286,0.944444444,1,0,1,2
265,0.488636364,0,0.35483871,0.222222222,0.741666667,0.571428571,0.85,0.206412826,0.267112299,0.785714286,0.777777778,1,0,0,0
266,0.011363636,1,0.967741935,0.555555556,0.4,0.714285714,0,0.140280561,0.603208556,0.785714286,0.277777778,1,1,1,1
267,0.547459893,0,0.741935484,0.111111111,0.733333333,0.571428571,0.8,0.723446894,0.704545455,0.214285714,0.388888889,0,0,1,2
268,0.00802139,0,0.403225806,0.333333333,0.783333333,1,0.65,0.140280561,0.840106952,0.785714286,0.611111111,0,1,1,2
269,0.076203209,1,0.64516129,0.555555556,0.691666667,0.714285714,0.2,0.77755511,0.522192513,0.142857143,0.888888889,0,0,1,1
270,0.419786096,1,0.758064516,0.444444444,0.875,0.142857143,0.1,0.386773547,0.427540107,0.214285714,0.166666667,1,1,1,1
271,0.982620321,1,0.612903226,0.222222222,0.883333333,0.857142857,0.95,0.281897128,0.08368984,0.214285714,0.833333333,1,1,0,0
272,0.882352941,0,0.129032258,0.777777778,0.491666667,1,0.5,0.346025384,0.79197861,0.571428571,0.888888889,1,0,1,3
273,0.598262032,0,0.677419355,0,0.316666667,0.714285714,0.05,0.897127589,0.301604278,0.142857143,0.333333333,1,1,1,1
274,0.811497326,0,0.209677419,0.555555556,0.333333333,0.714285714,1,0.901135605,0.264973262,0.785714286,0.111111111,1,1,0,1
275,0.114973262,1,0.532258065,0.333333333,0.516666667,0.714285714,0.7,0.714762859,0.877807487,0.928571429,0.111111111,1,0,1,3
276,0.179144385,0,0.838709677,0.111111111,0.266666667,0.428571429,0.95,0.85504342,0.182620321,0.714285714,1,1,0,1,0
277,0.040106952,1,0.612903226,0,0.158333333,0.857142857,0.3,0.243820975,0.726203209,0.714285714,0.944444444,1,0,1,2
278,0.159759358,0,0.161290323,0.111111111,0.358333333,0,0.55,0.432197729,0.226470588,0.142857143,0.944444444,0,1,1,0
279,0.631016043,0,0.564516129,0.333333333,0.016666667,0.142857143,0.3,0.596526386,0.861497326,0.857142857,0.833333333,1,1,1,3
280,0.187165775,1,1,0.111111111,0.066666667,0.142857143,0.35,0.071476286,0.963636364,0.857142857,0.388888889,0,0,0,3
281,0.607620321,1,0.209677419,0.222222222,0.1,0.285714286,0.05,0.541750167,0.547058824,0.928571429,0.888888889,1,1,0,2
282,0.503342246,0,0.693548387,0.333333333,0.55,0.285714286,0.15,0.97261189,0.093048128,0.142857143,0,1,1,1,1
283,0.987967914,1,0.274193548,1,0.8,0.285714286,0.45,0.689378758,0.040909091,0.214285714,0,1,1,1,0
284,0.242647059,1,0.838709677,0.666666667,0.891666667,0.142857143,0.05,0.781563126,0.765508021,0.928571429,0.777777778,1,1,1,2
285,0.304144385,0,0.64516129,0,0.441666667,0.857142857,0.55,0.744154977,0.920320856,0.357142857,0.277777778,1,1,0,3
286,0.381016043,0,0.758064516,0.222222222,0.991666667,0.428571429,0.25,0.981963928,0.838235294,0.071428571,0.277777778,1,0,0,3
287,0.598930481,0,0.016129032,0.111111111,0.341666667,0.285714286,0.75,0.773547094,0.299465241,0.928571429,0.111111111,1,1,1,1
288,0.720588235,1,0.403225806,0.111111111,0.516666667,0.714285714,0.9,0.657314629,0.389037433,0.785714286,0.444444444,1,1,1,1
289,0.119652406,1,0.516129032,0.333333333,0.641666667,0.142857143,0.85,0.613226453,0.959090909,0.714285714,0.111111111,1,1,1,3
290,0.643716578,1,0.161290323,0.888888889,0.308333333,0.142857143,0.7,0.446225785,0.981016043,0,0.722222222,0,1,1,3
291,0.048796791,1,0.451612903,0.888888889,0.383333333,0.142857143,0.15,0.557114228,0.243048128,0,0.944444444,1,0,0,0
292,0.723262032,1,0.64516129,0.777777778,0.316666667,0.285714286,0.5,0.241816967,0.907486631,0.642857143,0.388888889,1,0,0,3
293,0.863636364,0,0.677419355,0.666666667,0.791666667,0.571428571,0.85,0.640614562,0.680481283,1,0.222222222,1,1,1,3
294,0.076871658,1,0.306451613,0.777777778,0.583333333,0.857142857,0.2,0.008684035,0.804545455,0.857142857,0.944444444,1,0,0,2
295,0.062165775,1,0.403225806,0,0.966666667,0.571428571,0.1,0.018704075,0.120320856,0.857142857,0.833333333,0,1,1,0
296,0.389037433,0,0.806451613,0.888888889,0.383333333,0.142857143,1,0.647294589,0.113101604,1,0.944444444,1,1,1,0
297,0.204545455,1,0.564516129,0.111111111,0.391666667,0.428571429,0,0.219772879,0.551069519,0,0.111111111,0,0,0,1
298,0.929144385,0,0.564516129,0.333333333,0.408333333,0.857142857,0.7,0.406145625,0.921390374,0.214285714,0.5,1,0,0,3
299,0.556818182,1,0.64516129,0.555555556,0.291666667,0.571428571,0.7,0.984635939,0.610695187,0.357142857,0.333333333,1,0,0,3
300,0.016042781,0,0.532258065,0.777777778,0.916666667,0.857142857,1,0.113560454,0.361229947,0.785714286,0.055555556,0,0,0,0
301,0.18315508,0,0.709677419,0.666666667,0.658333333,0.142857143,0.8,0.911155645,0.082887701,0.857142857,0.5,1,1,1,0
302,0.822860963,1,0.161290323,0.777777778,0.325,1,0.45,0.254509018,0.280748663,0.785714286,0.5,1,0,1,1
303,0.737299465,0,0.064516129,0.444444444,0.925,0.714285714,0.75,0.362057448,0.883957219,0.142857143,0,1,1,0,3
304,0.651737968,0,0.661290323,0.666666667,0.566666667,0.142857143,0.1,0.983299933,0.905347594,0.714285714,0.222222222,1,0,1,3
305,0.622994652,0,0.032258065,0.666666667,0.441666667,1,0.55,0.199732799,0,0.428571429,0.111111111,1,1,1,0
306,0.035427807,1,0.161290323,0,0.208333333,0.714285714,0.5,0.204408818,0.937433155,0.357142857,0.111111111,0,1,1,2
307,0.828877005,1,0.193548387,0.666666667,0.525,1,0,0.931863727,0.836631016,0.428571429,0.055555556,1,0,0,3
308,0.540775401,1,0.080645161,1,0.95,0.571428571,0.7,0.008684035,0.781818182,0.214285714,0.166666667,1,1,0,2
309,0.151069519,1,0.483870968,1,0.425,0.857142857,0.05,0.585838343,0.436631016,1,0.277777778,1,0,1,1
310,0.888368984,1,0.725806452,0.222222222,0.308333333,0,0.55,0.923179693,0.829946524,0.571428571,0.5,1,0,0,3
311,0.887700535,1,0.209677419,0.333333333,0.666666667,0.571428571,0.35,0.512358049,0.487165775,0.785714286,0.555555556,1,0,1,2
312,0.123663102,1,0.548387097,0,0.95,0.428571429,0.05,0.163660655,0.332887701,0.357142857,0.611111111,0,0,0,0
313,0.586898396,0,0.548387097,0.777777778,1,0.142857143,0.35,0.585170341,0.847058824,0,0.833333333,1,1,1,3
314,0.11631016,0,0.935483871,0.888888889,0.533333333,0.571428571,0.75,0.171676687,0.394919786,0.142857143,0.611111111,1,0,1,0
315,0.817513369,1,0.112903226,0.777777778,0.166666667,0.142857143,0.05,0.219104876,0.748128342,0.928571429,0.222222222,1,0,0,3
316,0.798128342,0,0.516129032,0.333333333,0.033333333,0.571428571,0.5,0.829659319,0.812299465,0.857142857,0.666666667,0,0,0,3
317,0.913770053,0,0.64516129,0.111111111,0.741666667,0,0.2,0.106880428,0.768181818,0.214285714,0.277777778,1,1,1,3
318,0.453208556,1,0.483870968,0.222222222,0.85,0.142857143,0.6,0.635270541,0.021925134,0.785714286,0.777777778,1,0,0,0
319,0.773395722,1,0.580645161,0.222222222,0.658333333,0.571428571,0,0.159652639,0.628609626,0.5,0.944444444,1,0,0,2
320,0.875668449,0,0.5,0.111111111,0.433333333,1,0.1,0.703406814,0.628877005,0.214285714,0.611111111,1,1,0,3
321,0.752673797,0,0.483870968,0,0.833333333,0.714285714,0.8,0.388777555,0.788235294,0.5,0.777777778,1,1,0,3
322,0.872994652,0,0.177419355,0.444444444,0.625,1,0,0.316633267,0.017379679,0.285714286,0.055555556,1,1,1,0
323,0.665106952,1,0.580645161,0,0.383333333,0.428571429,0.7,0.004008016,0.446256684,0.857142857,0.222222222,0,0,1,1
324,0.058823529,1,0.919354839,0.666666667,0.55,1,0.2,0.907147629,0.027807487,0.785714286,0.222222222,1,1,1,0
325,0.489973262,0,0.241935484,0.888888889,0.783333333,0.714285714,0.75,0.150300601,0.827005348,0.5,0.944444444,0,0,1,2
326,0.987967914,1,0.483870968,0.111111111,0.708333333,0.857142857,0.05,0.754843019,0.051871658,0.571428571,0.666666667,0,1,0,0
327,0.375668449,1,0.387096774,0.777777778,0.175,0.571428571,0.1,0.488977956,0.949465241,0.857142857,0.166666667,1,0,1,3
328,0.993315508,1,0.822580645,1,0.841666667,0.285714286,0.35,0.678690715,0.764438503,0.928571429,0.333333333,1,1,1,3
329,0,1,0.322580645,0.444444444,0.783333333,0.714285714,1,0.758851035,0.753743316,0.857142857,0.833333333,0,0,0,2
330,0.858957219,0,0.193548387,1,0.291666667,0.428571429,0.75,0.275217101,0.743315508,0.928571429,0.666666667,1,0,0,3
331,0.544117647,1,1,0.777777778,0.4,0.857142857,0.8,0.0501002,0.807486631,0.071428571,0.611111111,0,0,0,2
332,0.05013369,0,0.403225806,0,0.341666667,0.142857143,0.2,0.68002672,0.337165775,0.928571429,0.333333333,1,0,1,1
333,0.630347594,0,0.741935484,0.444444444,0.016666667,0.571428571,0.85,0.704074816,0.610160428,0.857142857,0.722222222,1,1,1,3
334,0.558823529,1,0.048387097,0.666666667,1,0.428571429,0.05,0.353373413,0.797860963,0.357142857,1,0,1,0,2
335,0.979946524,0,0.709677419,0.555555556,0.991666667,0,0.35,0.583834335,0.35,0.714285714,0.277777778,1,1,0,1
336,0.429144385,0,0.322580645,1,0.375,0.285714286,0.3,0.817635271,0.255614973,0.5,0.777777778,1,1,0,1
337,0.105614973,0,0.048387097,0.222222222,0.741666667,1,0.5,0.153640615,0.51657754,0.785714286,0.777777778,1,1,0,1
338,0.47526738,0,0.709677419,0.222222222,0.183333333,0.428571429,0.4,0.811623246,0.532352941,0.642857143,0.111111111,1,1,1,2
339,0.153074866,0,0.032258065,0,0.075,1,0.1,0.498997996,0.254545455,1,0.111111111,1,1,1,0
340,0.081550802,1,0.016129032,0,0.183333333,1,0.35,0.855711423,0.876737968,0.785714286,0.055555556,1,0,1,3
341,0.081550802,0,0.064516129,0,0.391666667,0.285714286,0.2,0.11489646,0.908823529,0.857142857,0.944444444,1,1,0,2
342,0.469919786,1,0.129032258,0.222222222,0.991666667,0.857142857,0.15,0.655978624,0.39197861,0.428571429,0.944444444,1,0,0,1
343,0.796122995,1,0.951612903,0.888888889,0.8,0.714285714,0.6,0.999331997,0.293048128,0.785714286,0.944444444,1,0,0,1
344,0.06684492,0,0.387096774,0.222222222,0.175,0.428571429,0.9,0.032064128,0.176470588,0.285714286,0.555555556,0,0,0,0
345,0.175802139,1,0.177419355,1,0.6,1,0.1,0.007348029,0.772727273,0.928571429,0.222222222,1,1,0,2
346,0.077540107,1,0.483870968,0.444444444,0.991666667,0.857142857,1,0.249832999,0.522727273,0.928571429,0.277777778,0,0,0,1
347,0.398395722,0,0.306451613,0,0.666666667,0.857142857,0.75,0.569138277,0.524331551,0.714285714,0.555555556,1,0,1,2
348,0.549465241,1,0.419354839,0.111111111,0.425,0.428571429,0.6,0.079492318,0.436898396,0.357142857,0.722222222,1,1,1,1
349,0.520721925,1,0.596774194,1,0.233333333,0.857142857,0.05,0.058784235,0.555347594,0.071428571,0,1,0,1,1
350,0.271390374,1,0.677419355,0.111111111,0.666666667,0.285714286,0.6,0.264529058,0.976737968,0.571428571,0.333333333,0,0,0,3
351,0.201871658,0,0.258064516,0.222222222,0.216666667,0.428571429,0.05,0.290581162,0.679946524,0.928571429,0.555555556,0,1,0,2
352,0.155080214,0,0.080645161,0.111111111,0.783333333,0.857142857,0.5,0.607214429,0.306149733,0.714285714,0,1,1,0,0
353,0.879010695,1,0.774193548,0,0.883333333,0.571428571,0.1,0.393453574,0.903475936,0.428571429,0.777777778,0,0,1,3
354,0.773395722,1,0.596774194,0.666666667,0.85,0,0.25,0.014696059,0.862299465,0.357142857,0.722222222,1,0,1,3
355,0.235294118,1,0.016129032,0.555555556,1,0.142857143,0.8,0.160320641,0.920588235,0.714285714,0.333333333,1,1,0,3
356,0.026737968,1,0.790322581,0.333333333,1,1,0.85,0.48496994,0.038770053,0.428571429,0.555555556,0,0,0,0
357,0.887700535,0,0.548387097,0.777777778,0.266666667,0.571428571,0.05,0.042084168,0.32540107,0.428571429,0.277777778,0,0,0,1
358,0.655748663,0,0.741935484,0.111111111,0.516666667,0.857142857,0.5,0.094856379,0.72540107,0.5,0.555555556,1,1,1,2
359,0.68315508,1,0.14516129,0,0.408333333,0,0.4,0.738810955,0.120053476,1,0.944444444,1,1,0,0
360,0.803475936,1,0.338709677,0.111111111,0.1,0.714285714,0.35,0.014028056,0.143048128,0.142857143,0.833333333,1,1,0,0
361,0.835561497,0,0.096774194,0.555555556,0.816666667,0.714285714,1,0.042752171,0.72486631,0.214285714,0.833333333,0,0,1,2
362,0.744652406,1,0.112903226,0.888888889,0.308333333,0,0.65,0.118904476,0.719251337,0.214285714,0.055555556,1,1,0,2
363,0.334893048,1,0.693548387,0.666666667,0.833333333,0.857142857,0.35,0.338677355,0.260962567,1,0.888888889,1,1,0,0
364,0.38302139,0,0.112903226,0.888888889,0.191666667,0.714285714,0.7,0.301937208,0.451871658,0.571428571,0.888888889,1,1,1,1
365,0.781417112,1,0.967741935,0.444444444,0.283333333,1,1,0.554442218,0.739572193,0.071428571,1,0,0,1,3
366,0.522727273,1,0.725806452,0.888888889,0.108333333,0.571428571,0.25,0.128256513,0.652406417,0.285714286,0.833333333,1,1,0,2
367,0.98328877,0,0.193548387,0.333333333,0.966666667,0.857142857,0.9,0.301937208,0.282887701,0.214285714,0.333333333,1,1,0,1
368,0.524064171,0,0.790322581,1,0.5,0.857142857,0.1,0,0.490909091,0.214285714,0.444444444,1,0,0,1
369,0.06684492,1,0.064516129,0.777777778,0.741666667,0.428571429,0.55,0.886439546,0.639839572,0.642857143,0.388888889,1,0,1,2
370,0.94184492,0,0.435483871,0.555555556,0.55,0.857142857,0.1,0.092852371,0.718181818,0.214285714,0,1,1,1,2
371,0.318181818,1,0.887096774,0.555555556,0.841666667,0.714285714,0.35,0.044088176,0.253475936,0.142857143,0.333333333,0,1,1,0
372,0.40842246,1,0.822580645,0.555555556,0.341666667,0.428571429,0.8,0.159652639,0.90828877,0.142857143,1,1,1,0,3
373,0.260695187,0,0.258064516,0,0.608333333,0.714285714,0.15,0.624582498,0.279411765,0.857142857,0.111111111,1,1,1,0
374,0.605614973,1,0.322580645,0.666666667,0.2,0.428571429,0.2,0.478957916,0.517112299,0.285714286,0.611111111,1,0,1,2
375,0.709224599,1,0.85483871,0,0.5,1,0.05,0.852371409,0.49144385,0.714285714,0.055555556,0,0,0,2
376,0.578877005,0,0.870967742,0.777777778,0.8,0.142857143,0.3,0.094856379,0.010962567,0.071428571,0.444444444,0,1,0,0
377,0.519385027,1,0.838709677,0,0.2,1,0.8,0.167000668,0.239839572,0.142857143,1,0,0,1,0
378,0.304144385,0,0.629032258,1,0.525,0.857142857,0.3,0.384101536,0.809625668,0.857142857,0.555555556,1,1,0,3
379,0.368983957,0,0.64516129,0.888888889,0.383333333,0.714285714,0.85,0.508350033,0.289037433,0.857142857,0.666666667,0,0,1,0
380,0.314839572,1,0.048387097,1,0.383333333,0.428571429,0.1,0.211088844,0.742513369,0.5,0.944444444,1,0,1,2
381,0.902406417,1,0.161290323,0.888888889,0.983333333,0.714285714,0.55,0.97995992,0.127540107,0.142857143,0.666666667,1,0,1,0
382,0.64171123,0,0.612903226,0.444444444,0.508333333,0.857142857,0.2,0.533066132,0.946791444,0.785714286,0.111111111,1,0,0,3
383,0.437834225,0,0.951612903,0,0.075,0.857142857,0.45,0.509018036,0.411229947,0.785714286,0.611111111,0,1,1,1
384,0.205213904,0,0.693548387,0.777777778,0.675,0,0.45,0.550434202,0.848395722,0.714285714,0.611111111,0,1,1,3
385,0.483957219,0,0,0.555555556,0.483333333,0.857142857,0.05,0.401469606,0.646256684,0.5,0.722222222,1,1,0,2
386,0.420454545,0,0.403225806,0.888888889,0.175,0,0.4,0.720774883,0.015240642,0.642857143,0.5,1,1,0,0
387,0.977272727,1,0.516129032,0,0.641666667,0.142857143,0.85,0.877087508,0.121925134,0.928571429,0,1,0,1,1
388,0.755347594,0,0.016129032,0,0.983333333,0.857142857,0.6,0.938543754,0.011497326,0.571428571,0.611111111,1,0,0,0
389,0.401069519,0,0.467741935,0.111111111,0.566666667,0.142857143,0.35,0.513694055,0.518181818,0.5,0.944444444,0,1,1,1
390,0.719251337,0,0.64516129,0.222222222,0.975,0.571428571,0.2,0.826319305,0.481818182,1,0.555555556,1,0,0,2
391,0.475935829,1,0.225806452,0.444444444,0.233333333,0.571428571,0,0.499665999,0.652941176,0.5,0.388888889,0,0,1,2
392,0.772058824,1,0.580645161,0,0.208333333,0.857142857,0.85,0.012692051,0.331818182,0.5,0.944444444,1,0,1,1
393,0.221256684,1,0.322580645,0.555555556,0.983333333,0,0.4,0.621910488,0.376470588,0.714285714,1,1,1,1,1
394,0.526069519,0,0.774193548,0,0.341666667,0.142857143,1,0.874415498,0.767647059,0.857142857,0,0,0,0,3
395,0.77473262,0,0.35483871,0.777777778,0.741666667,0.142857143,0.15,0.853039412,0.573262032,0.5,0.666666667,1,1,1,2
396,0.377005348,0,0.741935484,0.222222222,0.683333333,0.714285714,0.4,0.967267869,0.001871658,0.214285714,0.555555556,1,0,0,0
397,0.089572193,1,0.774193548,0.222222222,0.141666667,0.571428571,0.65,0.326653307,0.494385027,0.571428571,0.555555556,1,0,0,1
398,0.48328877,1,0.677419355,0.111111111,0.491666667,0.142857143,0.45,0.139612558,0.097058824,0.428571429,0.666666667,1,1,1,0
399,0.302807487,1,0.774193548,0.222222222,0.45,0.142857143,0.55,0.372745491,0.048128342,0.857142857,0,1,0,0,0
400,0.452540107,0,0.887096774,0.222222222,0.033333333,0.285714286,0.85,0.569138277,0.597326203,0.785714286,0.444444444,1,1,0,2
401,0.171122995,1,1,0.444444444,0.641666667,0.857142857,0.25,0.213092852,0.848930481,0.071428571,0.444444444,1,1,0,2
402,0.074197861,1,0.225806452,0.222222222,0.183333333,0.857142857,0.35,0.929191717,0.776203209,0.214285714,0.055555556,0,0,0,3
403,0.728609626,1,0.806451613,1,0.675,0.285714286,0.8,0.762191049,0.006417112,0.357142857,0.666666667,1,1,1,0
404,0.829545455,1,0.661290323,0.888888889,0.8,0.285714286,0.35,0.605878424,0.444652406,0.285714286,0.055555556,1,1,0,2
405,0.719251337,0,1,0,0.208333333,0.285714286,0.35,0.62257849,0.724331551,0.142857143,0.277777778,1,1,1,3
406,0.901069519,1,0.435483871,0.444444444,0.841666667,0.857142857,0.6,0.992651971,0.821390374,0.642857143,0.722222222,1,0,1,3
407,0.293449198,0,0.225806452,0.666666667,0.291666667,0.428571429,0.05,0.394121576,0.517112299,0.714285714,0.388888889,1,1,1,1
408,0.757352941,1,0.241935484,0.111111111,1,0.142857143,0.25,0.786239145,0.74144385,0.428571429,0.222222222,1,1,1,3
409,0.777406417,1,0.209677419,0.444444444,0.808333333,0.857142857,0.95,0.954575818,0.457219251,0.5,0.388888889,1,0,0,2
410,0.818181818,0,0.806451613,1,0.875,0.714285714,0.6,0.464261857,0.263368984,1,0.166666667,1,1,1,1
411,0.040106952,1,0,0,0.941666667,0.285714286,0.65,0.530394122,0.108823529,0.357142857,0.111111111,1,1,0,0
412,0.819518717,0,0.983870968,0.555555556,0.041666667,0.857142857,0.4,0.996659987,0.587967914,1,0.277777778,1,0,1,3
413,0.24131016,1,0.338709677,0.333333333,0.708333333,0.142857143,0.75,0.840347361,0.005347594,0.785714286,0.5,0,0,1,0
414,0.195187166,0,0.451612903,0.888888889,0.441666667,0.142857143,0.75,0.958583834,0.554545455,0.857142857,0.666666667,1,1,1,2
415,0.06684492,1,0.032258065,0,0.616666667,0.428571429,0.65,0.177020708,0.073262032,0.5,0.444444444,1,1,1,0
416,0.262032086,0,0.85483871,0.555555556,0.858333333,0.142857143,0.05,0.297929192,0.729411765,0.142857143,0.222222222,0,1,1,2
417,0.113636364,0,0,0,0.125,0.714285714,0.95,0.746158985,0.540106952,0.571428571,0,1,0,0,2
418,0.016042781,1,0.790322581,0.444444444,0.475,1,0.55,0.726118904,0.436631016,0.928571429,0.555555556,0,1,0,1
419,0.125668449,0,0.080645161,0.777777778,0.558333333,0.142857143,0.3,0.148296593,0.262834225,0.285714286,0.777777778,1,0,0,0
420,0.450534759,1,0.274193548,0.222222222,0.7,0.857142857,0.45,0.597194389,0.450802139,0.285714286,0.388888889,1,1,0,1
